problems2021-aes-key-recovery-AES1-50-15, 3600.20, 0.013931, 720.9, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-aes-key-recovery-AES1-60-18, 3600.13, 0.010712, 655.4, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-aes-key-recovery-AES1-70-21, 3600.07, 0.005516, 553.6, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-aes-key-recovery-AES1-72-29, 3600.01, 0.006190, 494.4, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-aes-key-recovery-AES1-74-34, 3600.08, 0.004527, 631.7, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-aes-key-recovery-AES2-50-51, 3600.09, 0.015404, 557.8, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-aes-key-recovery-AES2-50-54, 3600.14, 0.015545, 733.4, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-aes-key-recovery-AES2-50-55, 3600.09, 0.015654, 722.6, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-aes-key-recovery-AES2-60-58, 3600.09, 0.008729, 710.2, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-aes-key-recovery-AES2-70-64, 3600.10, 0.005841, 638.5, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-aes-key-recovery-AES2-74-74, 3600.06, 0.004892, 788.0, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-aes-key-recovery-AES2-74-75, 3600.11, 0.004774, 659.5, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-aes-mul_8_11, 3600.50, 31.745567, 13830.3, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-aes-mul_8_13, 3600.55, 40.731053, 14354.5, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-aes-mul_8_14, 3600.52, 61.643166, 12589.4, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-aes-mul_8_3, 3600.21, 3.287747, 2222.9, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-aes-mul_8_9, 3600.53, 8.146589, 7439.0, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-aes-sbox_4, 3600.04, 0.003120, 70.0, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-aes-sbox_8, 123.91, , 32774.7, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-atcoss-mesat-atcoss_mesat_01, 163.93, 0.012357, 103.9, 165.62, 207179269, 0.165744, 0.041451, 105.8, 36000.07, 2313.6, 0
problems2021-atcoss-mesat-atcoss_mesat_02, 3600.09, 0.013634, 860.8, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-atcoss-mesat-atcoss_mesat_03, 3600.06, 0.012851, 599.4, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-atcoss-mesat-atcoss_mesat_04, 3600.10, 0.014331, 509.0, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-atcoss-mesat-atcoss_mesat_06, 2216.87, 0.013382, 538.0, 1916.93, 1483387822, 0.167408, 0.042893, 540.6, 36000.48, 7523.7, 0
problems2021-atcoss-mesat-atcoss_mesat_11, 3600.04, , 1377.9, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-atcoss-mesat-atcoss_mesat_15, 3600.13, , 1156.4, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-atcoss-mesat-atcoss_mesat_18, 3600.10, 0.012643, 949.0, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-atcoss-sugar-atcoss_sugar_01, 156.48, 0.011462, 77.6, 129.61, 197218132, 0.167280, 0.041490, 77.9, 36000.06, 1797.1, 0
problems2021-atcoss-sugar-atcoss_sugar_05, 3600.09, , 820.7, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-atcoss-sugar-atcoss_sugar_06, 818.24, 0.011997, 391.5, 736.10, 1414239610, 0.161109, 0.040752, 391.9, 36000.05, 5658.8, 0
problems2021-atcoss-sugar-atcoss_sugar_10, 3600.13, 0.011613, 407.4, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-bcp-hipp-yRa1-simp-simp-abcd_25.08, 0.76, 0.000277, 0.0, 0.84, 540663, 0.003606, 0.002318, 0.0, 2.52, 25.6, 1
problems2021-bcp-hipp-yRa1-simp-simp-ace_35.09, 0.93, 0.000406, 0.0, 0.98, 621457, 0.004403, 0.002745, 0.0, 1.05, 29.5, 1
problems2021-bcp-hipp-yRa1-simp-simp-cf_15.03, 0.49, 0.000147, 0.0, 0.53, 260407, 0.001761, 0.001455, 0.0, 0.90, 20.2, 1
